NAME,ADDRESS,CITY,STATE,ZIP,TYPE,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
ST CROIX REG MED CTR,235 STATE STREET,SAINT CROIX FALLS,WI,54024,GENERAL ACUTE CARE,45.4090324310001,-92.642578117,http://www.scrmc.org,58,25,0.560464814798761,0,18.228.245.62,28,8,11.60835740739940,Yes
WESTFIELDS HOSPITAL,535 HOSPITAL RD,NEW RICHMOND,WI,54017,GENERAL ACUTE CARE,45.1177607480001,-92.555500378,http://www.westfieldshospital.com,150,25,0.05503888998283750,1,165.167.151.161,63,43,1.5415810999400400,Yes
ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,GENERAL ACUTE CARE,43.7623479010001,-87.747537955,http://www.stnicholashospital.org,101,185,0.19538991756360100,0,61.93.221.62,69,49,3.988782005845520,Yes
VERNON MEM HSPTL,507 SOUTH MAIN ST,VIROQUA,WI,54665,GENERAL ACUTE CARE,43.551673973,-90.888391278,http://www.vmh.org,55,25,0.6633494945703020,1,84.30.154.107,132,112,0.8864818263667840,No
PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,GENERAL ACUTE CARE,33.9343517980001,-118.13090396,http://www.pihhealth.org/,54,199,0.04491754254912340,0,66.130.2.203,140,120,0.39558377127456200,No
PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,4320 MARICOPA STREET,TORRANCE,CA,90503,GENERAL ACUTE CARE,33.8393481160001,-118.359721519,http://california.providence.org/,100,115,0.6347528368903280,1,147.30.169.187,178,158,1.0477080960609300,Yes
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET,LOMA LINDA,CA,92354,CHILDREN,34.050130832,-117.264094455,http://childrens-hospital.lomalindahealth.org/,103,343,0.6343565583891180,0,114.58.113.13,197,177,0.8810168951733640,No
ASCENSION NE WISCONSIN MERCY CAMPUS,500 S OAKWOOD RD,OSHKOSH,WI,54904,GENERAL ACUTE CARE,44.0124207170001,-88.601045493,http://www.affinityhealth.org,66,157,0.30217361096974600,0,171.3.21.36,109,89,0.8051708857777660,No
MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,"3800 RESERVOIR ROAD, NW",WASHINGTON,DC,20007,GENERAL ACUTE CARE,38.9119585080001,-77.0752545729999,http://www.medstargeorgetown.org/#q={},98,609,0.07524788399884700,1,156.35.23.29,83,63,8.056142460517940,Yes
ADVENT HEALTH DADE CITY,13100 FORT KING RD,DADE CITY,FL,33525,GENERAL ACUTE CARE,28.3479628600001,-82.2007200799999,www.bayfrontdadecity.com,47,120,0.6238227596960590,0,228.173.157.207,152,132,0.4737571098755780,No
DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,GENERAL ACUTE CARE,26.4371928410001,-80.127787747,http://www.delraymedicalctr.com,42,536,0.024733150714188200,1,32.216.217.59,191,171,0.8973055309331690,No
POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,GENERAL ACUTE CARE,28.144780763,-81.476687855,http://poincianamedicalcenter.com/,85,76,0.5760768203530040,1,60.110.167.22,190,170,0.8998031160588550,No
ARBOUR FULLER HOSPITAL,200 MAY STREET,ATTLEBORO,MA,2703,PSYCHIATRIC,41.9240838480001,-71.3611225619999,http://arbourhealth.com/organizations/arbour-fuller-hospital/,98,103,0.442472784728445,1,76.127.171.230,68,48,2.911774586808670,Yes
ARBOUR HUMAN RESOURCE INSTITUTE,227 BABCOCK STREET,BROOKLINE,MA,2146,PSYCHIATRIC,42.3507795100001,-71.121242281,http://arbourhealth.com/organizations/arbour-hri-hospital/,138,66,0.18545363202648900,1,157.240.150.247,29,9,56.81494903823550,Yes
ASSENCION ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,1670 ST. VINCENT'S WAY,MIDDLEBURG,FL,32068,GENERAL ACUTE CARE,30.108762428,-81.832688692,http://www.jaxhealth.com/,67,106,0.5852881296771680,0,132.49.236.248,192,172,0.4126751627293360,No
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,2275 SW 22ND LANE,OCALA,FL,34471,REHABILITATION,29.165875541,-82.1623349449999,http://healthsouthocala.com/,94,60,0.3673189220793740,1,68.174.56.39,189,169,0.7823954996937960,No
"NATCHAUG HOSPITAL, INC.",189 STORRS RD,MANSFIELD CENTER,CT,6250,PSYCHIATRIC,41.7411039190001,-72.198011482,http://www.natchaug.org/,100,57,0.7554590048199220,0,113.134.35.239,72,52,1.4317235852502000,Yes
ENCOMPASS HEALTH REHABILITATION HOSPITAL AT MARTIN HEALTH,5850 SE COMMUNITY DR,STUART,FL,34997,REHABILITATION,27.133437293,-80.222455815,http://www.healthsouthmartin.com/,63,54,0.721414462527768,1,191.80.193.0,57,37,2.1032200143172100,Yes
SHRINERS' HOSPITAL FOR CHILDREN,51 BLOSSOM ST,BOSTON,MA,2114,CHILDREN,42.3630925480001,-71.066301879,http://www.shrinershospitalsforchildren.org/locations/boston,149,30,0.29469318418202900,1,200.44.93.240,67,47,1.6591166237795600,Yes
SPAULDING REHABILITATION HOSPITAL,300 1ST AVE,BOSTON,MA,2129,REHABILITATION,42.3785090760001,-71.049055546,http://spauldingrehab.org/,140,132,0.975460873007759,0,139.99.222.51,30,10,92.88773043650390,Yes
DR JOHN C CORRIGAN MENTAL HEALTH CENTER,49 HILLSIDE STREET,FALL RIVER,MA,2720,PSYCHIATRIC,41.707486913,-71.145714465,NOT AVAILABLE,93,16,0.6241543685748910,0,215.234.230.207,39,19,2.373019012542290,Yes
BAY RIDGE HOSPITAL BEVERLY,60 GRANITE STREET,LYNN,MA,1904,PSYCHIATRIC,42.471620106,-70.956760931,http://www.beverlyhospital.org/locations--services/locations/bayridge-hospital,69,62,0.34444724404311400,0,185.15.4.240,173,153,0.2635987341579150,No
ENCOMPASS HEALTH HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,1056,REHABILITATION,42.155775937,-72.472077338,http://www.healthsouthrehab.org/en/our-hospital,81,53,0.629138177468142,0,206.141.100.188,198,178,0.38231621662196400,No
T J HEALTH COLUMBIA,901 WESTLAKE DRIVE,COLUMBIA,KY,42728,GENERAL ACUTE CARE,37.0966415730001,-85.29454565,http://www.westlakeregionalhospital.com,108,74,0.3772401123082710,0,114.172.127.113,96,76,0.8804483110017810,No
DECATUR COUNTY HOSPITAL,1405 NORTHWEST CHURCH STREET,LEON,IA,50144,GENERAL ACUTE CARE,40.750934665,-93.746940772,http://www.decaturcountyhospital.org,63,25,0.7461524989640620,0,237.100.86.82,145,125,0.42347624948203100,No
ANDERSON COUNTY HOSPITAL,421 SOUTH MAPLE STREET,GARNETT,KS,66032,CRITICAL ACCESS,38.2798769950001,-95.250338654,http://www.saint-lukes.org,58,41,0.15839994203051000,0,135.236.1.183,21,1,1189.0791999710200,Yes
KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,67860,CRITICAL ACCESS,37.9465932690001,-101.251929912,http://www.kearnycountyhospital.com,143,25,0.9878234808659430,0,234.100.225.172,20,0,inf,Yes
OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS,KS,67467,CRITICAL ACCESS,39.1293319640001,-97.7039442509999,http://www.ottawacountyhealthcenter.com,148,42,0.8269503185728750,1,4.68.207.145,46,26,5.511108295381110,Yes
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2492,GENERAL ACUTE CARE,42.2771000000001,-71.2368999999999,http://www.bidmc.org/centersanddepartments/departments/otherlocations/bethisraeldeaconesshospitalneedham.aspx,57,58,0.7617625373430640,0,158.86.95.199,52,32,1.9951390811715300,Yes
VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,4499 ACUSHNET AVENUE,NEW BEDFORD,MA,2745,REHABILITATION,41.740725232,-70.945753607,http://www.vhmass.com/,49,90,0.8496491241880610,0,97.136.173.247,11,-9,27.647046784316300,Yes
NORWOOD HOSPITAL,800 WASHINGTON ROAD,NORWOOD,MA,2062,GENERAL ACUTE CARE,42.1890000000001,-71.2021,https://www.norwood-hospital.org/,67,215,0.6595917965128790,1,143.239.243.73,94,74,2.1450807777305100,Yes
SPAULDING REHABILITATION HOSPITAL CAPE COD,311 SERVICE ROAD,SANDWICH,MA,2537,REHABILITATION,41.7329844970001,-70.4681028369999,http://spauldingrehab.org/locations/sandwich-ma/,50,60,0.9207960185846970,1,15.183.251.121,125,105,1.0964524310610600,Yes
CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,230 HIGHLAND AVENUE,SOMERVILLE,MA,2143,GENERAL ACUTE CARE,42.39,-71.1093999999999,http://www.challiance.org/locations/somervillehospitalcampus.aspx,46,124,0.9717751081786290,1,90.26.3.166,25,5,115.06588755408900,Yes
SHRINERS' HOSPITAL FOR CHILDREN,516 CAREW ST,SPRINGFIELD,MA,1104,CHILDREN,42.121315027,-72.59237295,http://www.shrinershospitalsforchildren.org/locations/springfield,113,40,0.646978172579925,1,84.151.116.236,23,3,251.93460019740100,Yes
MERCY HOSPITAL FORT SMITH,7301 ROGERS AVENUE,FORT SMITH,AR,72903,GENERAL ACUTE CARE,35.355865991,-94.352054967,http://www.stedwardmercy.com,68,336,0.5293671272789400,1,241.47.142.78,162,142,1.3312378187475800,Yes
HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH,1401 SOUTH J STREET,FORT SMITH,AR,72901,REHABILITATION,35.3739403050001,-94.4187544819999,http://www.healthsouthfortsmith.com,100,80,0.0697433342898015,1,28.214.146.202,153,133,0.7610009000014780,No
WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS,1200 SOUTH MAIN STREET,SEARCY,AR,72143,GENERAL ACUTE CARE,35.2340944110001,-91.731074311,http://www.wcmc.org,78,193,0.26213693187177000,0,14.240.220.185,27,7,153.74331336389500,Yes
WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS,3214 EAST RACE AVENUE,SEARCY,AR,72143,GENERAL ACUTE CARE,35.2518860440001,-91.697001131,http://www.wcmc.org,107,286,0.8953458990054440,1,229.182.97.3,140,120,2.0102423939471700,Yes
RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,AR,72834,CRITICAL ACCESS,35.220476139,-93.157298166,NOT AVAILABLE,129,35,0.5108991666913390,0,219.102.63.182,62,42,1.5352114881075700,Yes
BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,CRITICAL ACCESS,34.1229135660001,-93.088824163,http://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=187,112,25,0.2832640624490730,1,158.174.250.102,121,101,0.7788734781415050,No
MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,72616,CRITICAL ACCESS,36.359062103,-93.551825772,http://www.mercy.net/practice/mercy-hospital-berryville,122,25,0.9817507453246400,0,126.170.116.147,142,122,0.5933343890557630,No
EUREKA SPRINGS HOSPITAL,24 NORRIS STREET,EUREKA SPRINGS,AR,72632,CRITICAL ACCESS,36.400163789,-93.744235921,http://www.eurekaspringshospital.com,110,22,0.9198957000419290,1,117.143.120.16,191,171,1.0013281037742600,Yes
SOUTHEAST REHABILITATION HOSPITAL,2729A HWY 65 & 82 S,LAKE VILLAGE,AR,71653,REHABILITATION,33.306293968,-91.289589924,http://www.lakevillageclinic.com/serehabhosp.html,141,15,0.02023009631659910,0,11.253.5.74,166,146,0.05972566928796740,No
BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,71671,CRITICAL ACCESS,33.6103641340001,-92.059254885,http://www.bradleycountymedicalcenter.com,95,35,0.5127129570404290,0,132.88.158.244,32,12,11.801495367409100,Yes
FIVE RIVER MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,GENERAL ACUTE CARE,36.2897602730001,-90.99738763,http://www.fiveriversmedicalcenter.com,69,50,0.3348493396455170,0,100.95.174.233,127,107,0.3180928504498880,No
DALLAS COUNTY MEDICAL CENTER,201 NORTH CLIFTON STREET,FORDYCE,AR,71742,CRITICAL ACCESS,33.81085539,-92.425587644,http://www.dallascountymedicalcenter.com,121,25,0.9015576185638730,1,126.168.195.156,97,77,1.2058808500982600,Yes
CRITTENDEN HOSPITAL ASSOCIATION,200 WEST TYLER AVENUE,WEST MEMPHIS,AR,72301,GENERAL ACUTE CARE,35.1431102350001,-90.1890985109999,http://www.crittendenregional.org/,115,152,0.6768099189245460,1,123.16.173.251,127,107,1.6017904079730600,Yes
OUACHITA CO. MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,GENERAL ACUTE CARE,33.5758211300001,-92.8367393299999,http://www.ouachitamedcenter.com,78,100,0.2200468849888480,1,105.190.40.10,194,174,0.7388383453878050,No
NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH WILLOW,HARRISON,AR,72601,GENERAL ACUTE CARE,36.2365313550001,-93.1091393739999,http://www.narmc.com,69,174,0.38015800416494600,1,85.243.39.220,189,169,0.9002607184089320,No
STONE COUNTY MEDICAL CENTER,"2106 EAST MAIN STREET, HIGHWAY 14 EAST",MOUNTAIN VIEW,AR,72560,CRITICAL ACCESS,35.856583126,-92.0828645349999,http://www.whiteriverhealthsystem.com,124,25,0.4228804521085710,0,166.223.249.42,57,37,1.343653520429740,Yes
PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,CRITICAL ACCESS,36.390119473,-90.20483796,http://www.piggottcommunityhospital.com,129,25,0.8899560258974150,0,35.58.19.92,41,21,4.101440597982720,Yes
BAPTIST HEALTH - HEBER SPRINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,CRITICAL ACCESS,35.488569576,-92.057981141,http://www.baptist-health.com/maps-directions/bhmc-heber-springs,137,25,0.3780618750558380,1,111.182.221.59,16,-4,107.72028093752800,Yes
ST. VINCENT MORRILTON,4 HOSPITAL DRIVE,MORRILTON,AR,72110,CRITICAL ACCESS,35.168014912,-92.721351317,https://www.stvincenthealth.com/morrilton/,107,35,0.07424486751079350,1,221.247.71.41,28,8,29.794934933755400,Yes
UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET,LITTLE ROCK,AR,72205,GENERAL ACUTE CARE,34.7490251460001,-92.320137314,http://www.uamshealth.com/?id=1&sid=1,45,400,0.9140237936177000,1,227.96.143.98,104,84,2.2325221008904800,Yes
BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,LITTLE ROCK,AR,72117,GENERAL ACUTE CARE,34.7836548870001,-92.223409163,https://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=190,82,248,0.7233043193542460,0,135.157.211.222,113,93,1.537279399820490,Yes
UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,1601 MURPHY DRIVE,MAUMELLE,AR,72113,PSYCHIATRIC,34.8764356660001,-92.394413249,http://www.umch.org,42,60,0.3779951242758430,1,11.28.223.21,19,-1,1260.688997562140,Yes
LEO N. LEVI NATIONAL ARTHRITIS HOSPITAL,300 PROSPECT AVENUE,HOT SPRINGS,AR,71901,GENERAL ACUTE CARE,34.5098970650001,-93.057577489,http://www.levihospital.com,99,89,0.2486321233596940,1,17.179.35.195,34,14,23.101356878006400,Yes
HOT SPRINGS REHABILITATION CENTER,105 RESERVE STREET,HOT SPRINGS,AR,71901,REHABILITATION,34.5121250130001,-93.052607872,NOT AVAILABLE,45,35,0.7200767729601710,0,36.208.182.216,67,47,0.7165345385851110,No
CHI ST VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,AR,71913,GENERAL ACUTE CARE,34.46802567,-93.066270414,http://www.chistvincent.com/hospitals/st-vincent-hot-springs,52,289,0.09616991557780150,1,114.235.80.97,184,164,0.8274573551714110,No
BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,GENERAL ACUTE CARE,34.358774038,-92.785888401,http://www.hscmc.org/,137,72,0.8888754157351930,0,2.62.160.93,51,31,5.576591714111090,Yes
ARKANSAS DEPT. OF CORRECTION-DIAGNOSTIC UNIT,7500 CORRECTIONS CIRCLE,PINE BLUFF,AR,71603,GENERAL ACUTE CARE,34.2221914250001,-92.082686048,http://adc.arkansas.gov/pages/default.aspx,112,27,0.7920614185171590,1,138.122.7.19,88,68,1.2230203286357400,Yes
JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,GENERAL ACUTE CARE,34.1877346910001,-92.017680195,http://www.jrmc.org,114,471,0.4115187557768200,0,105.195.133.1,28,8,419.6901343778880,Yes
HEALTHSOUTH REHABILITATION HOSPITAL,153 EAST MONTE PAINTER DRIVE,FAYETTEVILLE,AR,72703,REHABILITATION,36.109099384,-94.154845038,http://www.healthsouthfayetteville.com,96,60,0.5581354898399490,1,145.210.158.168,26,6,80.77906774492000,Yes
"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31404,GENERAL ACUTE CARE,32.030530877,-81.088862423,http://www.memorialhealth.com,56,512,0.6853684067785830,1,87.156.131.113,154,134,1.6410802826942600,Yes
VANTAGE POINT OF NORTHWEST ARKANSAS,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703,PSYCHIATRIC,36.1278907560001,-94.119851426,http://www.vistahealthservices.com,81,114,0.3497614184579640,1,204.137.30.11,112,92,1.2203674767148000,Yes
NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,4301 GREATHOUSE SPRINGS ROAD,SPRINGDALE,AR,72762,WOMEN,36.1355102700001,-94.1862192249999,http://www.northwesthealth.com/pages/home.aspx,53,64,0.7754423587265040,0,126.201.48.117,154,134,0.48217428695959900,No
ASCENSION NE WISCONSIN ST. ELIZABETH HOSPITAL,1506 S ONEIDA ST,APPLETON,WI,54915,GENERAL ACUTE CARE,44.2482512390001,-88.402509675,http://www.affinityhealth.org,62,332,0.16927655519405100,1,246.140.11.232,59,39,7.351239198044100,Yes
MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,GENERAL ACUTE CARE,34.589053601,-94.221631243,http://menamedical.com/,92,65,0.3359041130852540,0,243.243.110.150,158,138,0.3249568874605010,No
MERCY HOSPITAL BOONEVILLE,880 WEST MAIN STREET,BOONEVILLE,AR,72927,CRITICAL ACCESS,35.1403219220001,-93.9351706319999,http://www.boonevillehospital.com,134,25,0.8829063484658410,0,129.153.222.197,60,40,1.4883281742329200,Yes
MERCY HOSPITAL PARIS,500 EAST ACADEMY,PARIS,AR,72855,CRITICAL ACCESS,35.289293339,-93.724878549,http://www.mercy.net/practice/mercy-hospital-paris,60,16,0.06164417436745920,0,135.186.137.76,188,168,0.04782888990481800,No
CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,GENERAL ACUTE CARE,35.219557917,-90.7866405359999,NOT AVAILABLE,141,25,0.7599192538352950,1,154.144.129.89,157,137,0.9738644700099810,No
BAPTIST HEALTH REHABILITATION INSTITUTE,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205,REHABILITATION,34.74429608,-92.381816086,NOT AVAILABLE,67,120,0.018660253167876100,0,67.11.198.149,86,66,0.9321951403580430,No
ASCENSION SACRED HEART REHAB INST,2301 NORTH LAKE DRIVE,MILWAUKEE,WI,53211,REHABILITATION,43.0614554430001,-87.880384379,http://www.columbia-stmarys.com,65,31,0.8546899660551830,0,139.226.13.244,129,109,0.5121442423491970,No
SANTA CRUZ VALLEY HOSPITAL,4455 SOUTH I-19 FRONTAGE RD,GREEN VALLEY,AZ,85622,GENERAL ACUTE CARE,31.8065711130001,-111.010018508,http://greenvalleyhospital.com/,41,49,0.8563467754502600,0,220.213.232.232,91,71,0.6274394063722240,No
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,STUTTGART,AR,72160,GENERAL ACUTE CARE,34.5175108030001,-91.558299542,NOT AVAILABLE,66,49,0.2055322171811530,1,219.16.61.116,107,87,0.8164006706199070,No
CASEY COUNTY HOSPITAL,187 WOLFORD AVENUE,LIBERTY,KY,42539,CRITICAL ACCESS,37.3177168120001,-84.933171913,NOT AVAILABLE,57,24,0.28256919880504300,0,176.254.149.98,68,48,0.4381595994025220,No
MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,CRITICAL ACCESS,37.7061970980001,-83.977277144,http://www.marcumandwallace.org,42,25,0.9658459177948430,0,160.222.252.4,174,154,0.5050599128525570,No
HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,GENERAL ACUTE CARE,37.729010056,-82.767320076,http://www.hrmc.org,73,174,0.14374198301782600,0,248.136.189.204,19,-1,6351.071870991510,Yes
NORTON WOMEN'S AND KOSAIR CHILDREN'S HOSPITAL,4001 DUTCHMANS LANE,LOUISVILLE,KY,40207,WOMEN,38.235330086,-85.6329369279999,https://nortonhealthcare.com/pages/nwkch.aspx,107,373,0.23296226002285700,1,140.12.170.39,163,143,1.592347920563530,Yes
SAINTS MARY & ELIZABETH HOSPITAL,1850 BLUEGRASS AVENUE,LOUISVILLE,KY,40215,GENERAL ACUTE CARE,38.178264384,-85.793916414,http://www.kentuckyonehealth.org/body.cfm?id=3288&fr=true,76,298,0.25812088056423100,1,88.251.60.158,38,18,35.57967772423270,Yes
THE BROOK - DUPONT,1405 BROWNS LANE,LOUISVILLE,KY,40207,PSYCHIATRIC,38.235696632,-85.6273409469999,http://www.thebrookhospitals.com/,124,88,0.0995794113460744,1,29.100.91.167,96,76,1.4943880436231800,Yes
BAPTIST HEALTH LA GRANGE,1025 NEW MOODY LANE,LAGRANGE,KY,40031,GENERAL ACUTE CARE,38.394890194,-85.3760651539999,https://www.baptisthealth.com/lagrange/pages/default.aspx,84,90,0.04789766871168130,1,218.35.191.51,169,149,0.6942114351395890,No
ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,1605,REHABILITATION,42.2764120840001,-71.794919787,http://adcare.com/,69,114,0.9705594259660070,0,72.188.131.50,79,59,1.6151274578838900,Yes
EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,200 SPRINGS ROAD,BEDFORD,MA,1730,MILITARY,42.5047000000001,-71.2744,http://www.bedford.va.gov/,102,147,0.8707107645771650,0,35.230.168.37,44,24,13.450980382288600,Yes
AMESBURY HEALTH CENTER,24 MORRILL PLACE,AMESBURY,MA,1913,GENERAL ACUTE CARE,42.8484143950001,-70.933380246,http://www.lahey.org/amesbury/,73,12,0.7347644040455350,1,100.244.184.45,58,38,1.170706301745760,Yes
BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,ONE DEACONESS RD,BOSTON,MA,2215,GENERAL ACUTE CARE,42.3379,-71.1092,http://www.bidmc.harvard.edu,41,405,0.6825556052067870,1,241.100.179.129,91,71,2.4882724465232500,Yes
"ARBOUR HOSPITAL, THE",49 ROBINWOOD AVENUE,BOSTON,MA,2130,PSYCHIATRIC,42.3158184070001,-71.11227314,http://arbourhealth.com/organizations/arbour-hospital/,116,136,0.6958056156128420,0,153.108.126.31,61,41,5.040347781036640,Yes
BEVERLY HOSPITAL ADDISON GILBERT CAMPUS,298 WASHINGTON STREET,GLOUCESTER,MA,1930,GENERAL ACUTE CARE,42.6255,-70.6806,http://www.beverlyhospital.org/locations--services/locations/addison-gilbert-hospital,135,79,0.01129284423444950,1,104.55.37.138,47,27,7.82046123693204,Yes
VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY,LEICESTER,MA,1542,LONG TERM CARE,42.201899283,-71.8988273429999,http://www.vhwmasscentral.com/,144,47,0.9647455519798130,1,111.73.79.126,51,31,4.503704721879610,Yes
WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,1604,PSYCHIATRIC,42.279667187,-71.769066943,http://www.mass.gov/eohhs/gov/departments/dmh/worcester-recovery-center-and-hospital-.html,138,166,0.4682981886581850,0,144.46.21.119,186,166,0.649811744931502,No
HOULTON REGIONAL HOSPITAL,20 HARTFORD STREET,HOULTON,ME,4730,CRITICAL ACCESS,46.1338462430001,-67.843623468,http://www.houlton.net/hrh,93,25,0.007225881944381120,1,2.151.53.77,42,22,2.9054724451044200,Yes
NORTHERN LIGHT INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,WATERVILLE,ME,4901,GENERAL ACUTE CARE,44.541826482,-69.661491065,http://www.inlandhospital.org,145,48,0.03492216069513910,1,83.30.27.59,73,53,1.7563361248473900,Yes
MAINEGENERAL MEDICAL CENTER,6 EAST CHESTNUT STREET,AUGUSTA,ME,4330,GENERAL ACUTE CARE,44.3131197610001,-69.7684343719999,https://www.mainegeneral.org/pages/home.aspx,88,146,0.5450829710023800,0,42.139.133.159,194,174,0.4847227511901850,No
MAINEGENERAL MEDICAL CENTER-SETON,30 CHASE AVENUE,WATERVILLE,ME,4901,GENERAL ACUTE CARE,44.549192727,-69.658673563,https://www.mainegeneral.org/pages/home.aspx,74,75,0.2990509204633790,1,6.58.219.159,163,143,0.7852289176134690,No
SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,6 SAINT ANDREWS LANE,BOOTHBAY HARBOR,ME,4538,GENERAL ACUTE CARE,43.850343927,-69.6387693039999,http://www.lincolncountyhealthcare.org,140,52,0.12056241319572300,0,195.247.57.4,105,85,0.564087434971564,No
