NAME,ADDRESS,CITY,STATE,ZIP,TYPE,COUNTRY,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
ST MARYS HOSPITAL MADISON,700 SOUTH PARK ST,MADISON,WI,53715,GENERAL ACUTE CARE,USA,43.0593384640001,-89.401429215,http://www.stmarysmadison.com,57,440,0.307518628229712,1,93.134.245.170,87,52.200000000000000,5.255864391844190,Yes
AURORA PSYCHIATRIC HSPTL,1220 DEWEY AVE,WAUWATOSA,WI,53213,PSYCHIATRIC,USA,43.046765098,-88.007716433,http://www.aurorahealthcare.org,95,105,0.9802458293954720,0,108.97.81.106,146,87.6,1.1400650551868800,Yes
COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,53097,GENERAL ACUTE CARE,USA,43.256677929,-87.926157962,http://www.columbiacenter.org,63,17,0.16936523542112300,1,182.108.3.118,87,52.200000000000000,0.7812079182786680,No
THEDACARE MEDICAL CENTER BERLIN,225 MEMORIAL DRIVE,BERLIN,WI,54923,GENERAL ACUTE CARE,USA,43.9784771540001,-88.94122636,http://www.chnwi.org,124,25,0.2602208483628290,0,66.120.56.191,192,115.20000000000000,0.24690609354869900,No
MERCY HOSPITAL ROGERS,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,GENERAL ACUTE CARE,USA,36.3089928530001,-94.18297802,NOT AVAILABLE,112,208,0.8600654639869640,0,0.1.182.97,113,67.8,2.9639473341984800,Yes
ST CROIX REG MED CTR,235 STATE STREET,SAINT CROIX FALLS,WI,54024,GENERAL ACUTE CARE,USA,45.4090324310001,-92.642578117,http://www.scrmc.org,80,25,0.8704683219294240,0,76.189.154.18,26,15.6,4.544372885488050,Yes
WESTFIELDS HOSPITAL,535 HOSPITAL RD,NEW RICHMOND,WI,54017,GENERAL ACUTE CARE,USA,45.1177607480001,-92.555500378,http://www.westfieldshospital.com,132,25,0.4855566162755800,0,43.10.213.250,121,72.6,0.5558261418467810,No
ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,GENERAL ACUTE CARE,USA,43.7623479010001,-87.747537955,http://www.stnicholashospital.org,124,185,0.19205891056669,1,118.120.248.232,32,19.2,10.0,Yes
VERNON MEM HSPTL,507 SOUTH MAIN ST,VIROQUA,WI,54665,GENERAL ACUTE CARE,USA,43.551673973,-90.888391278,http://www.vmh.org,129,25,0.7518938423572070,1,32.148.198.178,172,103.2,1.0273519599382900,Yes
PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,GENERAL ACUTE CARE,USA,33.9343517980001,-118.13090396,http://www.pihhealth.org/,72,199,0.12110587522375100,0,242.178.23.39,164,98.40000000000000,0.8004399096523280,No
PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,4320 MARICOPA STREET,TORRANCE,CA,90503,GENERAL ACUTE CARE,USA,33.8393481160001,-118.359721519,http://california.providence.org/,142,115,0.19976620278562200,0,240.116.52.197,178,106.8,0.8157193454136280,No
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET,LOMA LINDA,CA,92354,CHILDREN,USA,34.050130832,-117.264094455,http://childrens-hospital.lomalindahealth.org/,99,343,0.29961718877342100,1,254.235.64.165,91,54.6,6.34507486657606,Yes
ASCENSION NE WISCONSIN MERCY CAMPUS,500 S OAKWOOD RD,OSHKOSH,WI,54904,GENERAL ACUTE CARE,USA,44.0124207170001,-88.601045493,http://www.affinityhealth.org,98,157,0.621218371878203,0,161.76.23.217,69,41.4,4.799045322138310,Yes
MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,"3800 RESERVOIR ROAD, NW",WASHINGTON,DC,20007,GENERAL ACUTE CARE,USA,38.9119585080001,-77.0752545729999,http://www.medstargeorgetown.org/#q={},65,609,0.42738412442965600,1,16.233.136.122,46,27.600000000000000,10.0,Yes
ADVENT HEALTH DADE CITY,13100 FORT KING RD,DADE CITY,FL,33525,GENERAL ACUTE CARE,USA,28.3479628600001,-82.2007200799999,www.bayfrontdadecity.com,72,120,0.32646595714608300,0,27.194.76.100,163,97.8,0.6148871620199160,No
DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,GENERAL ACUTE CARE,USA,26.4371928410001,-80.127787747,http://www.delraymedicalctr.com,95,536,0.5772400884413800,0,89.242.205.119,189,113.40000000000000,2.268470054640950,Yes
POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,GENERAL ACUTE CARE,USA,28.144780763,-81.476687855,http://poincianamedicalcenter.com/,64,76,0.11679115662077200,0,235.49.58.126,159,95.4,0.325614262522069,No
ARBOUR FULLER HOSPITAL,200 MAY STREET,ATTLEBORO,MA,2703,PSYCHIATRIC,USA,41.9240838480001,-71.3611225619999,http://arbourhealth.com/organizations/arbour-fuller-hospital/,56,103,0.09209916005978890,0,210.11.120.106,136,81.6,0.4791762620752620,No
ARBOUR HUMAN RESOURCE INSTITUTE,227 BABCOCK STREET,BROOKLINE,MA,2146,PSYCHIATRIC,USA,42.3507795100001,-71.121242281,http://arbourhealth.com/organizations/arbour-hri-hospital/,117,66,0.5154204413288430,0,200.156.107.207,180,108.0,0.5887287391829400,No
ASSENCION ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,1670 ST. VINCENT'S WAY,MIDDLEBURG,FL,32068,GENERAL ACUTE CARE,USA,30.108762428,-81.832688692,http://www.jaxhealth.com/,137,106,0.6678257127061690,0,168.121.50.68,159,95.4,1.131723245358440,Yes
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,2275 SW 22ND LANE,OCALA,FL,34471,REHABILITATION,USA,29.165875541,-82.1623349449999,http://healthsouthocala.com/,114,60,0.9503684077356670,1,54.120.103.234,173,103.8,1.2926020928718100,Yes
"NATCHAUG HOSPITAL, INC.",189 STORRS RD,MANSFIELD CENTER,CT,6250,PSYCHIATRIC,USA,41.7411039190001,-72.198011482,http://www.natchaug.org/,110,57,0.9060105363990620,0,84.208.146.235,31,18.6,9.514746509961580,Yes
ENCOMPASS HEALTH REHABILITATION HOSPITAL AT MARTIN HEALTH,5850 SE COMMUNITY DR,STUART,FL,34997,REHABILITATION,USA,27.133437293,-80.222455815,http://www.healthsouthmartin.com/,65,54,0.9720144135433600,1,204.142.15.240,58,34.8,2.4351748643222200,Yes
SHRINERS' HOSPITAL FOR CHILDREN,51 BLOSSOM ST,BOSTON,MA,2114,CHILDREN,USA,42.3630925480001,-71.066301879,http://www.shrinershospitalsforchildren.org/locations/boston,120,30,0.6211364566209970,1,134.69.102.177,69,41.4,1.8607677662227000,Yes
SPAULDING REHABILITATION HOSPITAL,300 1ST AVE,BOSTON,MA,2129,REHABILITATION,USA,42.3785090760001,-71.049055546,http://spauldingrehab.org/,142,132,0.7973347929392590,0,120.241.9.99,137,82.20000000000000,1.785706308150240,Yes
DR JOHN C CORRIGAN MENTAL HEALTH CENTER,49 HILLSIDE STREET,FALL RIVER,MA,2720,PSYCHIATRIC,USA,41.707486913,-71.145714465,NOT AVAILABLE,47,16,0.6916251231789080,1,48.67.208.218,108,64.8,0.9353568383765290,No
BAY RIDGE HOSPITAL BEVERLY,60 GRANITE STREET,LYNN,MA,1904,PSYCHIATRIC,USA,42.471620106,-70.956760931,http://www.beverlyhospital.org/locations--services/locations/bayridge-hospital,103,62,0.1175928513764100,0,62.175.221.57,167,100.2,0.37682304709608800,No
ENCOMPASS HEALTH HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,1056,REHABILITATION,USA,42.155775937,-72.472077338,http://www.healthsouthrehab.org/en/our-hospital,80,53,0.8596809997959310,0,177.168.174.105,165,99.0,0.6461449586266670,No
T J HEALTH COLUMBIA,901 WESTLAKE DRIVE,COLUMBIA,KY,42728,GENERAL ACUTE CARE,USA,37.0966415730001,-85.29454565,http://www.westlakeregionalhospital.com,60,74,0.413460443476692,0,51.224.44.252,70,42.0,1.4652336230988900,Yes
DECATUR COUNTY HOSPITAL,1405 NORTHWEST CHURCH STREET,LEON,IA,50144,GENERAL ACUTE CARE,USA,40.750934665,-93.746940772,http://www.decaturcountyhospital.org,91,25,0.35333859613392000,1,145.247.6.175,149,89.4,0.8189927169319760,No
ANDERSON COUNTY HOSPITAL,421 SOUTH MAPLE STREET,GARNETT,KS,66032,CRITICAL ACCESS,USA,38.2798769950001,-95.250338654,http://www.saint-lukes.org,109,41,0.3098686390760060,0,155.126.246.207,49,29.4,2.740084025678960,Yes
KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,67860,CRITICAL ACCESS,USA,37.9465932690001,-101.251929912,http://www.kearnycountyhospital.com,67,25,0.18742771919200600,0,130.27.15.145,108,64.8,0.29316421015232000,No
OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS,KS,67467,CRITICAL ACCESS,USA,39.1293319640001,-97.7039442509999,http://www.ottawacountyhealthcenter.com,93,42,0.17254887966885100,0,79.184.104.100,183,109.8,0.24826793023425800,No
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2492,GENERAL ACUTE CARE,USA,42.2771000000001,-71.2368999999999,http://www.bidmc.org/centersanddepartments/departments/otherlocations/bethisraeldeaconesshospitalneedham.aspx,131,58,0.910935715844036,1,176.240.77.112,122,73.20000000000000,1.6644693210890300,Yes
VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,4499 ACUSHNET AVENUE,NEW BEDFORD,MA,2745,REHABILITATION,USA,41.740725232,-70.945753607,http://www.vhmass.com/,104,90,0.2862837337598890,1,171.82.188.251,50,30.0,5.843141866879950,Yes
NORWOOD HOSPITAL,800 WASHINGTON ROAD,NORWOOD,MA,2062,GENERAL ACUTE CARE,USA,42.1890000000001,-71.2021,https://www.norwood-hospital.org/,83,215,0.16844426416447600,1,226.10.209.212,50,30.0,10.0,Yes
SPAULDING REHABILITATION HOSPITAL CAPE COD,311 SERVICE ROAD,SANDWICH,MA,2537,REHABILITATION,USA,41.7329844970001,-70.4681028369999,http://spauldingrehab.org/locations/sandwich-ma/,96,60,0.1248212856772450,0,236.158.10.48,18,10.8,10.0,Yes
CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,230 HIGHLAND AVENUE,SOMERVILLE,MA,2143,GENERAL ACUTE CARE,USA,42.39,-71.1093999999999,http://www.challiance.org/locations/somervillehospitalcampus.aspx,103,124,0.9002545971994310,0,221.159.149.203,76,45.600000000000000,3.521264571606800,Yes
SHRINERS' HOSPITAL FOR CHILDREN,516 CAREW ST,SPRINGFIELD,MA,1104,CHILDREN,USA,42.121315027,-72.59237295,http://www.shrinershospitalsforchildren.org/locations/springfield,118,40,0.7477751145159960,0,102.104.204.128,141,84.6,0.7036272864243150,No
MERCY HOSPITAL FORT SMITH,7301 ROGERS AVENUE,FORT SMITH,AR,72903,GENERAL ACUTE CARE,USA,35.355865991,-94.352054967,http://www.stedwardmercy.com,57,336,0.41674652877313200,0,203.126.37.47,132,79.20000000000000,1.7350032001074100,Yes
HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH,1401 SOUTH J STREET,FORT SMITH,AR,72901,REHABILITATION,USA,35.3739403050001,-94.4187544819999,http://www.healthsouthfortsmith.com,119,80,0.16712876886516000,1,69.187.172.68,61,36.600000000000000,4.136969980299880,Yes
WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS,1200 SOUTH MAIN STREET,SEARCY,AR,72143,GENERAL ACUTE CARE,USA,35.2340944110001,-91.731074311,http://www.wcmc.org,136,193,0.7734883318128230,1,235.116.152.52,167,100.2,2.1939102728143500,Yes
WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS,3214 EAST RACE AVENUE,SEARCY,AR,72143,GENERAL ACUTE CARE,USA,35.2518860440001,-91.697001131,http://www.wcmc.org,134,286,0.008242802943688290,1,73.226.138.82,19,11.400000000000000,10.0,Yes
RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,AR,72834,CRITICAL ACCESS,USA,35.220476139,-93.157298166,NOT AVAILABLE,144,35,0.16120769685312800,0,159.222.73.60,80,48.0,1.1743538484265600,Yes
BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,CRITICAL ACCESS,USA,34.1229135660001,-93.088824163,http://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=187,64,25,0.40485692349485500,1,95.236.221.7,135,81.0,0.8243610939681260,No
MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,72616,CRITICAL ACCESS,USA,36.359062103,-93.551825772,http://www.mercy.net/practice/mercy-hospital-berryville,90,25,0.6694238405893970,1,24.72.146.41,65,39.0,1.5743568907089000,Yes
EUREKA SPRINGS HOSPITAL,24 NORRIS STREET,EUREKA SPRINGS,AR,72632,CRITICAL ACCESS,USA,36.400163789,-93.744235921,http://www.eurekaspringshospital.com,103,22,0.7441113668351240,0,208.146.185.172,138,82.8,0.5373162495918020,No
SOUTHEAST REHABILITATION HOSPITAL,2729A HWY 65 & 82 S,LAKE VILLAGE,AR,71653,REHABILITATION,USA,33.306293968,-91.289589924,http://www.lakevillageclinic.com/serehabhosp.html,125,15,0.3237757232007060,0,200.241.168.232,60,36.0,0.8852674912299830,No
BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,71671,CRITICAL ACCESS,USA,33.6103641340001,-92.059254885,http://www.bradleycountymedicalcenter.com,92,35,0.5052504242378210,0,174.73.38.11,30,18.0,5.221761014588050,Yes
FIVE RIVER MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,GENERAL ACUTE CARE,USA,36.2897602730001,-90.99738763,http://www.fiveriversmedicalcenter.com,40,50,0.22914943473701000,1,129.152.104.146,67,40.2,1.2333712818099800,Yes
DALLAS COUNTY MEDICAL CENTER,201 NORTH CLIFTON STREET,FORDYCE,AR,71742,CRITICAL ACCESS,USA,33.81085539,-92.425587644,http://www.dallascountymedicalcenter.com,90,25,0.9928949351707250,1,84.26.46.170,136,81.6,1.1654029174123500,Yes
CRITTENDEN HOSPITAL ASSOCIATION,200 WEST TYLER AVENUE,WEST MEMPHIS,AR,72301,GENERAL ACUTE CARE,USA,35.1431102350001,-90.1890985109999,http://www.crittendenregional.org/,128,152,0.8033831704271170,1,211.189.199.139,130,78.0,2.50063964570008,Yes
OUACHITA CO. MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,GENERAL ACUTE CARE,USA,33.5758211300001,-92.8367393299999,http://www.ouachitamedcenter.com,126,100,0.01819366799846490,0,206.180.248.101,130,78.0,1.0445997925791100,Yes
NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH WILLOW,HARRISON,AR,72601,GENERAL ACUTE CARE,USA,36.2365313550001,-93.1091393739999,http://www.narmc.com,131,174,0.9477163781722130,1,155.44.174.52,124,74.4,3.0328028647711600,Yes
STONE COUNTY MEDICAL CENTER,"2106 EAST MAIN STREET, HIGHWAY 14 EAST",MOUNTAIN VIEW,AR,72560,CRITICAL ACCESS,USA,35.856583126,-92.0828645349999,http://www.whiteriverhealthsystem.com,86,25,0.7717704473518670,0,235.181.217.148,140,84.0,0.5382378313856840,No
PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,CRITICAL ACCESS,USA,36.390119473,-90.20483796,http://www.piggottcommunityhospital.com,120,25,0.3000864553915170,0,123.148.186.131,66,39.600000000000000,1.106578275139900,Yes
BAPTIST HEALTH - HEBER SPRINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,CRITICAL ACCESS,USA,35.488569576,-92.057981141,http://www.baptist-health.com/maps-directions/bhmc-heber-springs,148,25,0.3297567527758500,1,164.253.174.132,152,91.20000000000000,0.8873025838363710,No
ST. VINCENT MORRILTON,4 HOSPITAL DRIVE,MORRILTON,AR,72110,CRITICAL ACCESS,USA,35.168014912,-92.721351317,https://www.stvincenthealth.com/morrilton/,69,35,0.9928756119569580,0,208.55.43.153,180,108.0,0.5999614685299190,No
UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET,LITTLE ROCK,AR,72205,GENERAL ACUTE CARE,USA,34.7490251460001,-92.320137314,http://www.uamshealth.com/?id=1&sid=1,125,400,0.17635730725551300,1,140.58.243.219,123,73.8,5.178332956254790,Yes
BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,LITTLE ROCK,AR,72117,GENERAL ACUTE CARE,USA,34.7836548870001,-92.223409163,https://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=190,40,248,0.6719969313560100,0,203.59.3.82,111,66.6,1.4542338181475900,Yes
UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,1601 MURPHY DRIVE,MAUMELLE,AR,72113,PSYCHIATRIC,USA,34.8764356660001,-92.394413249,http://www.umch.org,68,60,0.47597443625621000,1,13.70.196.78,144,86.4,1.0112639670993000,Yes
LEO N. LEVI NATIONAL ARTHRITIS HOSPITAL,300 PROSPECT AVENUE,HOT SPRINGS,AR,71901,GENERAL ACUTE CARE,USA,34.5098970650001,-93.057577489,http://www.levihospital.com,118,89,0.9795056017318500,1,251.10.141.170,131,78.6,1.8397097445819700,Yes
HOT SPRINGS REHABILITATION CENTER,105 RESERVE STREET,HOT SPRINGS,AR,71901,REHABILITATION,USA,34.5121250130001,-93.052607872,NOT AVAILABLE,143,35,0.8609269868808720,0,129.180.182.174,64,38.4,2.127579921391830,Yes
CHI ST VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,AR,71913,GENERAL ACUTE CARE,USA,34.46802567,-93.066270414,http://www.chistvincent.com/hospitals/st-vincent-hot-springs,74,289,0.8694786679806310,0,170.225.213.142,87,52.200000000000000,4.359006446921720,Yes
BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,GENERAL ACUTE CARE,USA,34.358774038,-92.785888401,http://www.hscmc.org/,111,72,0.4549547625418510,0,96.180.29.14,111,66.6,1.1283782821718300,Yes
ARKANSAS DEPT. OF CORRECTION-DIAGNOSTIC UNIT,7500 CORRECTIONS CIRCLE,PINE BLUFF,AR,71603,GENERAL ACUTE CARE,USA,34.2221914250001,-92.082686048,http://adc.arkansas.gov/pages/default.aspx,77,27,0.14718595606063900,1,146.155.102.121,78,46.8,1.0481985007127700,Yes
JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,GENERAL ACUTE CARE,USA,34.1877346910001,-92.017680195,http://www.jrmc.org,92,471,0.508455126658306,0,90.86.107.92,78,46.8,10.0,Yes
HEALTHSOUTH REHABILITATION HOSPITAL,153 EAST MONTE PAINTER DRIVE,FAYETTEVILLE,AR,72703,REHABILITATION,USA,36.109099384,-94.154845038,http://www.healthsouthfayetteville.com,146,60,0.9217066418448230,1,111.86.69.249,142,85.20000000000000,1.5642388925682500,Yes
"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31404,GENERAL ACUTE CARE,USA,32.030530877,-81.088862423,http://www.memorialhealth.com,63,512,0.5932208320012550,1,201.3.3.39,153,91.8,2.710404255976710,Yes
VANTAGE POINT OF NORTHWEST ARKANSAS,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703,PSYCHIATRIC,USA,36.1278907560001,-94.119851426,http://www.vistahealthservices.com,114,114,0.356807211364095,1,145.234.174.3,89,53.4,2.9571562884241300,Yes
NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,4301 GREATHOUSE SPRINGS ROAD,SPRINGDALE,AR,72762,WOMEN,USA,36.1355102700001,-94.1862192249999,http://www.northwesthealth.com/pages/home.aspx,62,64,0.2532321186780440,0,5.52.93.30,92,55.200000000000000,0.777739772844588,No
ASCENSION NE WISCONSIN ST. ELIZABETH HOSPITAL,1506 S ONEIDA ST,APPLETON,WI,54915,GENERAL ACUTE CARE,USA,44.2482512390001,-88.402509675,http://www.affinityhealth.org,142,332,0.08132704962507990,1,7.183.210.198,117,70.20000000000000,5.323903920588550,Yes
MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,GENERAL ACUTE CARE,USA,34.589053601,-94.221631243,http://menamedical.com/,128,65,0.1436480294118120,1,94.163.35.33,86,51.6,2.1342301201082300,Yes
MERCY HOSPITAL BOONEVILLE,880 WEST MAIN STREET,BOONEVILLE,AR,72927,CRITICAL ACCESS,USA,35.1403219220001,-93.9351706319999,http://www.boonevillehospital.com,80,25,0.9757153079266860,1,142.119.146.55,106,63.600000000000000,1.2350788873006300,Yes
MERCY HOSPITAL PARIS,500 EAST ACADEMY,PARIS,AR,72855,CRITICAL ACCESS,USA,35.289293339,-93.724878549,http://www.mercy.net/practice/mercy-hospital-paris,72,16,0.6248053366040070,0,95.6.147.136,135,81.0,0.40019416350090600,No
CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,GENERAL ACUTE CARE,USA,35.219557917,-90.7866405359999,NOT AVAILABLE,130,25,0.37193882405019200,1,199.237.147.31,20,12.0,10.0,Yes
BAPTIST HEALTH REHABILITATION INSTITUTE,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205,REHABILITATION,USA,34.74429608,-92.381816086,NOT AVAILABLE,87,120,0.8314540476647050,1,53.5.92.105,185,111.0,1.339393933985750,Yes
ASCENSION SACRED HEART REHAB INST,2301 NORTH LAKE DRIVE,MILWAUKEE,WI,53211,REHABILITATION,USA,43.0614554430001,-87.880384379,http://www.columbia-stmarys.com,119,31,0.5992349864994440,1,191.26.85.194,67,40.2,1.9409877563620200,Yes
SANTA CRUZ VALLEY HOSPITAL,4455 SOUTH I-19 FRONTAGE RD,GREEN VALLEY,AZ,85622,GENERAL ACUTE CARE,USA,31.8065711130001,-111.010018508,http://greenvalleyhospital.com/,76,49,0.39261027175047000,0,178.243.211.225,122,73.20000000000000,0.5438073007651990,No
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,STUTTGART,AR,72160,GENERAL ACUTE CARE,USA,34.5175108030001,-91.558299542,NOT AVAILABLE,107,49,0.6811678769246540,1,208.215.124.14,35,21.0,6.785028382906770,Yes
CASEY COUNTY HOSPITAL,187 WOLFORD AVENUE,LIBERTY,KY,42539,CRITICAL ACCESS,USA,37.3177168120001,-84.933171913,NOT AVAILABLE,90,24,0.9985777528160970,1,186.85.124.35,98,58.8,1.3116587223055900,Yes
MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,CRITICAL ACCESS,USA,37.7061970980001,-83.977277144,http://www.marcumandwallace.org,115,25,0.5516730083561,0,87.36.87.206,173,103.8,0.4092541110327910,No
HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,GENERAL ACUTE CARE,USA,37.729010056,-82.767320076,http://www.hrmc.org,137,174,0.2637618031519650,1,53.199.56.248,89,53.4,4.8116982647035300,Yes
NORTON WOMEN'S AND KOSAIR CHILDREN'S HOSPITAL,4001 DUTCHMANS LANE,LOUISVILLE,KY,40207,WOMEN,USA,38.235330086,-85.6329369279999,https://nortonhealthcare.com/pages/nwkch.aspx,77,373,0.30176392180428800,0,204.140.249.65,165,99.0,1.6160895927764400,Yes
SAINTS MARY & ELIZABETH HOSPITAL,1850 BLUEGRASS AVENUE,LOUISVILLE,KY,40215,GENERAL ACUTE CARE,USA,38.178264384,-85.793916414,http://www.kentuckyonehealth.org/body.cfm?id=3288&fr=true,89,298,0.26207731697885000,1,138.74.170.252,184,110.40000000000000,1.7190617891342500,Yes
THE BROOK - DUPONT,1405 BROWNS LANE,LOUISVILLE,KY,40207,PSYCHIATRIC,USA,38.235696632,-85.6273409469999,http://www.thebrookhospitals.com/,117,88,0.4938269577259240,1,208.89.47.189,106,63.600000000000000,2.0196083880833300,Yes
BAPTIST HEALTH LA GRANGE,1025 NEW MOODY LANE,LAGRANGE,KY,40031,GENERAL ACUTE CARE,USA,38.394890194,-85.3760651539999,https://www.baptisthealth.com/lagrange/pages/default.aspx,139,90,0.10597834807397100,0,130.63.205.221,188,112.8,0.5445860504516530,No
ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,1605,REHABILITATION,USA,42.2764120840001,-71.794919787,http://adcare.com/,115,114,0.20929874221510700,0,98.2.140.121,10,6.0,10.0,Yes
EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,200 SPRINGS ROAD,BEDFORD,MA,1730,MILITARY,USA,42.5047000000001,-71.2744,http://www.bedford.va.gov/,100,147,0.25870567137653600,0,63.60.50.98,164,98.40000000000000,0.8884496034852150,No
AMESBURY HEALTH CENTER,24 MORRILL PLACE,AMESBURY,MA,1913,GENERAL ACUTE CARE,USA,42.8484143950001,-70.933380246,http://www.lahey.org/amesbury/,71,12,0.4947928291766140,0,183.116.196.68,16,9.6,4.869792247921640,Yes
BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,ONE DEACONESS RD,BOSTON,MA,2215,GENERAL ACUTE CARE,USA,42.3379,-71.1092,http://www.bidmc.harvard.edu,132,405,0.9308308757757940,1,151.165.163.149,29,17.4,10.0,Yes
"ARBOUR HOSPITAL, THE",49 ROBINWOOD AVENUE,BOSTON,MA,2130,PSYCHIATRIC,USA,42.3158184070001,-71.11227314,http://arbourhealth.com/organizations/arbour-hospital/,62,136,0.029819433883924500,0,179.113.195.62,143,85.8,0.5876081917383390,No
BEVERLY HOSPITAL ADDISON GILBERT CAMPUS,298 WASHINGTON STREET,GLOUCESTER,MA,1930,GENERAL ACUTE CARE,USA,42.6255,-70.6806,http://www.beverlyhospital.org/locations--services/locations/addison-gilbert-hospital,119,79,0.7575536933495450,1,86.150.190.27,25,15.0,10.0,Yes
VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY,LEICESTER,MA,1542,LONG TERM CARE,USA,42.201899283,-71.8988273429999,http://www.vhwmasscentral.com/,110,47,0.24883979704201200,0,114.80.138.101,197,118.20000000000000,0.3094428456609880,No
